R,F,M,y,user_id
2,5,2,2,5a3254f9f21a3e33e88c9f98
5,3,3,1,5a20dc8d5ad1ff1764b2f7c3
1,2,5,0,5a7e4e6dc219351718e5531c
2,4,4,0,595c6528f31a6623481dc83d
5,3,3,1,597eb03328cd6667b45ab2df
1,2,5,0,5a76d4ed131c3b1bd0cbc1c8
5,3,3,1,5a179c9bf75b622ab856916f
4,3,4,1,5a1a7bc76b85c9795416f451
4,3,4,1,59a3e088337e810e8c26daab
1,2,5,0,5a6cad75ac7c7120f839f648
4,3,3,1,5a6ebb4074860f25a42fb189
1,5,3,2,5a7bb3355a517f1c2895b92a
3,2,5,1,5aa9f53e63dcc414786c9a72
2,2,5,0,590482f1836872e94257a4c0
1,2,5,0,5a24f71d907a154a44c20e08
4,3,3,1,59048490836872e94257b8c7
3,2,5,1,59048410836872e94257afa2
2,4,4,0,5a30a4d98010a1133482baf0
5,4,1,2,5970da4c7eae0e3ffc0bfb51
2,2,5,0,5a6daf0d74860f25a42fab73
3,2,5,1,598ab67944d41428b4c578ac
2,2,5,0,59df52ce8f66515274f7fe0d
2,4,4,0,590484d0836872e94257be4d
1,2,5,0,5a7591e07fcc331640233b8b
1,5,3,2,5a744e9b84425d130871a8bb
2,2,5,0,5a8ab880ae38ac1bfc1703c4
5,3,3,1,5ab874fce0ab680cac7f8351
5,1,5,1,5abc68de5652022fa06c7550
3,3,4,1,5a76d759131c3b1bd0cbc1e9
2,2,5,0,5a4e82050b9d4a0ff41dd302
3,3,4,1,590484d0836872e94257bbb7
5,3,3,1,599ad218e72cd815f86cdea7
3,2,5,1,5a1b662b1c8bb56edc2a21af
2,4,4,0,5a92a5b6e296d30b5450e62e
4,3,3,1,5a98cd4ffda9ae0b68fa3ec4
4,3,3,1,5904837e836872e94257aa13
4,4,2,2,59048267836872e942579f00
2,5,2,2,5a90f3b764a7cc16fca2cac1
2,4,3,2,5a5b07e22ed6311e7cf3f012
1,2,5,0,5a7982e7c278d318cc5653fe
2,4,3,2,5a0595b99aa2c7176c346590
3,3,4,1,5904837e836872e94257aaf7
1,5,3,2,5a73f59fe803482760d2f170
2,5,1,2,59d0cf37b0da428c2c3633c4
4,4,2,2,590482f1836872e94257a18d
4,4,2,2,590484d0836872e94257bda8
3,3,4,1,59e19cd17fec446d64eccdca
5,3,3,1,5ab5d95c08a7a8294806c74c
5,3,3,1,5ab743f37b988a2798909097
4,3,3,1,59732802a9a9ae246808c5d4
3,3,4,1,5980a82edc6e0c4064ffbad5
2,2,5,0,5a0041d6be7b99736ce763c6
3,5,1,2,59048410836872e94257b0d1
1,5,3,2,5a72af4d940e90340445e302
3,3,4,1,5a6c13c40fb7e333d8586b50
4,4,2,2,590484d0836872e94257be74
1,5,3,2,59048232836872e942579c7a
5,1,5,1,59ca0002adf04a61a0bb7023
3,4,2,2,59632b380dd3841ac8d3dd90
3,4,2,2,5a93d8310f23e9007c31ff6c
5,1,5,1,599cde5b04a9573b4050e30f
3,3,4,1,5a98d843fda9ae0b68fa3f99
5,3,3,1,5a3077cf8010a1133482b943
4,4,2,2,5a24ec56907a154a44c20d6e
4,4,2,2,5a7ae1465a517f1c2895b818
2,2,5,0,59e88c3ac6393557e41a2c36
5,3,3,1,5ab786bfe1ffb41e04df0b85
4,3,3,1,590482f1836872e94257a297
2,2,5,0,5a955a96ebe12614a028999e
1,2,5,0,5a72d2c7940e90340445e521
3,3,4,1,5a1aa7df1c8bb56edc2a1f22
4,4,1,2,59eb2019b3b7fd36241f81af
3,2,5,1,5a9f9ca3fe044a15d0962e5f
5,3,3,1,595727a2edcc9c4bc093b3aa
3,3,4,1,5aa393bbad94dc276c46f6bc
4,2,5,1,59a27bdffc461215983882a3
2,4,3,2,5a55d0a24e5c5a17e0057a36
5,3,3,1,5aa9fad263dcc414786c9af5
3,4,2,2,5a4777e9064a1b270801093d
5,3,3,1,59048232836872e942579c93
5,3,3,1,5a66d2075ae7942adc6a268a
1,2,5,0,5a5041796f185f14d40d0424
5,3,3,1,5a7401c58eaaae1044a2da93
1,2,5,0,5a816fb3b208f7181469b053
5,3,3,1,5a6018959907be279422c522
3,2,5,1,59048267836872e942579e33
3,3,4,1,595c9944f31a6623481dca51
3,4,2,2,5a9b986ade402c0bb845f277
4,4,1,2,59048267836872e942579dcc
4,4,1,2,590484d0836872e94257bdfc
2,2,5,0,5a9b75c2de402c0bb845f032
5,4,1,2,5a64c6e16b8f072f206c1474
4,4,1,2,5a0fbdfd35ae310824112550
5,3,3,1,5ab24352f16ac7032cf00798
1,5,2,2,5a73cdbee803482760d2ef44
5,3,3,1,5ab9d515b542752a94bbe4c1
3,2,5,1,5a3cfb6859ffc3059c3108e0
1,2,5,0,5a531b4c15a1101e849292d6
5,3,3,1,596e1387632e423700a09db8
5,1,5,1,5abdb1d95652022fa06c7bc9
5,3,3,1,5aa9eb8a63dcc414786c9922
2,5,1,2,5a6422b09442292a9081a646
2,4,3,2,5a5c16912f79421b803eda3b
1,2,5,0,59048410836872e94257b235
4,4,1,2,590482f1836872e94257a429
1,2,5,0,59b114f756fa451138793857
1,2,5,0,5a7299a1940e90340445e10d
1,2,5,0,5957935f34c6b5340c418f82
5,3,3,1,5a124abef9423079383af0eb
2,2,5,0,5a912f6e64a7cc16fca2cd2e
5,1,5,1,5aba0601b542752a94bbe6d3
1,5,2,2,5a7d63b3c219351718e5508b
3,3,4,1,5a3096a08010a1133482b9f5
3,3,4,1,599e9920b70396151c2140ac
4,2,5,1,5ab12dfa9f1525201c3d8db8
5,3,3,1,5ab4ae7608a7a8294806c3b6
2,2,5,0,590483c0836872e94257acde
3,2,5,1,5a1a2b440a65382290ef46b4
1,5,2,2,59cf4aeca3c09f26f05e3039
5,3,3,1,5abb18deb542752a94bbebfe
4,4,1,2,59ae3b05761fa71d887ccaa0
4,4,1,2,5a75814a7fcc331640233aad
3,2,5,1,59ded1af2711251a1417e94a
3,5,1,2,5986aa5efb466114b0a026d8
4,4,1,2,5ab212bb802e9b26944f4aeb
4,3,3,1,59e1fc71b0884250c052e8f9
3,4,2,2,5a992a296432e9136c260a82
2,5,1,2,59997add491fd9533845a566
4,3,3,1,59048410836872e94257b0f1
3,2,5,1,5a1f88290f77663f6c49e118
2,2,5,0,590482f1836872e94257a507
2,2,5,0,5a38f84f2b33b36bdc9f20c3
3,3,4,1,5a2772f70db3a26168e21187
1,5,2,2,5a1ab58a1c8bb56edc2a1fd3
4,3,3,1,5aa0fa3bbfc1001ac08c2431
3,4,2,2,5a6422139442292a9081a630
3,2,5,1,595da14cf31a6623481dce5c
2,5,1,2,5a73e8bae803482760d2f078
3,2,5,1,5aac8f4aca6c5a20f84bb336
3,3,3,2,590482f1836872e94257a505
2,2,5,0,59048267836872e942579e47
2,4,3,2,5a7ab14d5a517f1c2895b662
5,3,3,1,5ab7587f7b988a2798909135
5,1,5,1,5ab87964e0ab680cac7f83b2
4,3,3,1,5ab6449a7b988a2798908caa
3,4,2,2,5a5c4a0c2f79421b803edd1b
2,5,1,2,5982c6459e831c18343cfe4b
3,3,3,2,5aa21d863ba4b01228eb7f63
4,2,5,1,5a193c28f75b622ab8569ddc
1,2,5,0,59048267836872e94257a09e
1,2,5,0,59f030f38da66c1bdce27a86
3,3,3,2,5aa74d4f56077914f4eee24a
2,4,3,2,590483c0836872e94257ad56
5,3,3,1,59048232836872e942579d01
2,5,1,2,5a49bdf9234c7507f4363c69
5,3,3,1,5a5aea992ed6311e7cf3eda7
4,2,5,1,5ab630287b988a2798908b74
2,4,3,2,5a9cbdffde402c0bb845f736
1,5,2,2,5a6567827a42103220efb457
5,4,1,2,590482f1836872e94257a40b
5,3,3,1,59e577368e546617381b98b1
5,4,1,2,590484d0836872e94257bba2
4,4,1,2,5a1ad0171c8bb56edc2a20d9
1,5,2,2,5a7ee676aad86a10d886febb
1,2,5,0,5904831b836872e94257a5c9
5,3,3,1,59b13ca7e73f201f64226141
4,4,1,2,5a2cfcfae56a6418144c01a2
3,4,2,2,5a841927b208f7181469bc93
1,2,5,0,5a5d9ba7c09839206cb78634
3,3,3,2,5a30c4278010a1133482bd62
2,4,3,2,5981dd2ab062ba5770ae76ef
2,5,1,2,5934c3b0ecb9cd24980f9575
1,2,5,0,5904837e836872e94257ab61
3,3,3,2,5a66acf9838034282880c8e3
5,3,3,1,5ab2a74ff16ac7032cf0083f
4,2,5,1,5ab091419f1525201c3d8965
5,4,1,2,59048232836872e942579ba2
2,4,3,2,59048410836872e94257b2b1
5,1,5,1,590484d0836872e94257be9f
2,5,1,2,595b8870f31a6623481dc65b
2,4,3,2,596472de2242ea5414de21af
2,5,1,2,59acef226ce0f717c02017f3
5,3,3,1,59af67ff761fa71d887ccf58
1,2,5,0,5a73e911e803482760d2f07a
2,2,5,0,5a6985d9f378fc258c6d1161
2,4,3,2,59b3a82795a6a01e3c9f16ab
3,5,1,2,5985aa30fb466114b0a02212
4,3,3,1,59048232836872e942579c4e
1,2,5,0,5a76b3a2131c3b1bd0cbbff9
4,2,5,1,595bf2aef31a6623481dc6f5
2,4,3,2,59abf7ea6ce0f717c0201327
1,2,5,0,5a73d3c8e803482760d2ef76
2,2,5,0,5a9bc659de402c0bb845f471
4,2,5,1,5ab32f4ef418382968787ae4
4,2,5,1,5ab641677b988a2798908c7e
3,3,3,2,5904837e836872e94257aa20
3,2,5,1,59be0a42e613e248107faa62
2,2,5,0,596f80338eded92f6cec642a
1,2,5,0,5a89153dae38ac1bfc16fdf8
1,5,2,2,597568efa265d03ae03dd75d
5,3,2,2,59048410836872e94257b132
2,4,3,2,5a954608ebe12614a0289928
1,2,5,0,5a1bc574608c8c47b4f2047c
5,1,5,1,5a9602efb4f84d0f800aeb77
4,4,1,2,590483c0836872e94257ad3c
2,2,5,0,5a17d3e9f75b622ab85693e9
5,3,2,2,5ab3176ff4183829687878d4
5,1,5,1,5904831b836872e94257a6de
5,1,5,1,5ab8d28f364f0821240893ff
4,2,5,1,5a07d81210d004552430b239
4,2,5,1,5ab6211c7b988a2798908a89
2,4,3,2,5a9a13976432e9136c260c65
3,4,2,2,5a9cb961de402c0bb845f6f3
3,3,3,2,5aa1fad13ba4b01228eb7cfd
2,4,3,2,5a98e4cbfda9ae0b68fa405a
4,3,3,1,59a0093b904e780ac0ecc2d5
3,2,5,1,5a2a16503335f776d48289dc
3,2,5,1,5aaba7139014db29481698ed
2,2,5,0,59e0acbc09bb9127e028d07c
1,2,5,0,5a7a865ac278d318cc565802
3,3,3,2,5a275dc1ad937d1814e1be11
4,3,3,1,59048232836872e942579ab5
4,3,3,1,5a929b044a2886280cd96d46
3,3,3,2,5a165bf1849a9636b49eba03
5,1,5,1,5ab7521d7b988a27989090fa
1,5,2,2,5a800c8faad86a10d88704f1
5,1,5,1,59b9167493f3c548bc0455df
3,3,3,2,59a542aef1cd3b1b3cd6984f
5,4,1,2,597b31d040426e3850aba6b9
3,5,1,2,5a9fbc7bfe044a15d0962f9b
1,5,2,2,597f1aff28cd6667b45ab809
3,3,3,2,5aa37154ad94dc276c46f53d
5,1,5,1,5a4b9745522b3818e80f5a9b
4,2,5,1,5ab0a2e99f1525201c3d8a5b
2,4,3,2,5a6d8dae2fb6c93500b4dd18
5,3,2,2,5a1e8d181f393a1870677937
5,1,5,1,5abb07e0b542752a94bbead6
4,3,3,1,5a66db185ae7942adc6a2729
4,2,5,1,59ac22ad6ce0f717c020139f
3,2,5,1,5aacf00aca6c5a20f84bb838
2,2,5,0,5a8d3893a1fbea24ec25a567
1,2,5,0,597ffffb28cd6667b45abab3
5,3,2,2,5aae3e1738ecfe28e87b3398
4,3,3,1,5904831b836872e94257a6d6
4,2,5,1,5ab620cf7b988a2798908a86
2,4,3,2,5904845c836872e94257b69e
5,3,2,2,5a1e8af26eb35e081452f7c0
3,5,1,2,5a4eff60e583e42058a7a587
5,1,5,1,59eed63b4dbf70325819e4f7
3,2,5,1,596dbffb632e423700a09b04
4,4,1,2,5a8e5232a1fbea24ec25a9ea
5,4,1,2,5a2e163472fe7e69d0e1ef77
5,3,2,2,5904845c836872e94257b674
4,2,5,1,5aaf366a34569109b0bf6895
3,3,3,2,59048267836872e942579eb1
5,1,5,1,5985695dfb466114b0a01f6e
2,2,5,0,5a8e8d52a1fbea24ec25ab66
2,2,5,0,5a92ab98e296d30b5450e664
5,3,2,2,59bf4d74f0f0fc5b740ea0e4
3,2,5,1,5a1bae9ab59d031c60b3f057
2,4,3,2,5a7967f7c278d318cc5652f2
2,4,3,2,59048267836872e942579d9b
1,2,5,0,5a62bf2669ff9520384b14d1
1,2,5,0,5a75728a7fcc331640233a48
5,3,2,2,5a5b6b4c2f79421b803ed9a6
3,2,5,1,5993bdefb169f1198c898c70
2,2,5,0,5a9798a6fda9ae0b68fa39f2
4,4,1,2,59a52e41f1cd3b1b3cd6976b
4,3,3,1,59e8bb748dd57240d0fd140e
3,2,5,1,597077b87eae0e3ffc0bf904
3,2,5,1,5a6c184c0fb7e333d8586b9e
1,2,5,0,5904845c836872e94257b565
3,2,5,1,5aa0ac78fe044a15d096322a
4,3,3,1,5aaf2f5e34569109b0bf6819
1,2,5,0,59f93859cf77fe62d4a8e544
1,2,5,0,5a76972a131c3b1bd0cbbdf8
2,5,1,2,59e8304a1bf4a510308dba4c
5,3,2,2,5ab9b2b7fb3da02c7462eb70
5,1,5,1,5904837e836872e94257a9d0
2,5,1,2,5a77b83d131c3b1bd0cbc538
2,2,5,0,5a2107905ad1ff1764b2fb89
5,3,2,2,5a34f361f3649239ecbfd95f
5,3,2,2,5aa20eec3ba4b01228eb7e8a
1,2,5,0,5a42010abfcc281850c2270d
5,3,2,2,5ab869d8e0ab680cac7f82b7
4,2,5,1,5a37aa7ff4d92f3d9c0a1b95
2,5,1,2,59048232836872e942579cfd
1,5,2,2,5958b52709f65c43c01079a0
3,4,2,2,5aa0b396bfc1001ac08c2125
3,2,5,1,59d8b6eed707e925e0d2afff
1,2,5,0,5a0ebfc68d230f3e6c104d70
4,2,5,1,5a2620a9907a154a44c214e8
4,4,1,2,5a3888d5f4d92f3d9c0a1e7d
3,3,3,2,5a1a513811ac5339e8ef4221
4,3,3,1,59aa1e7bab6a5115b4c1a010
2,2,5,0,599eb772b70396151c2141bc
4,2,5,1,5aaf2afe34569109b0bf679a
5,1,5,1,5ab79ab4e0ab680cac7f81c0
3,2,5,1,590483c0836872e94257accb
2,2,5,0,5904837e836872e94257ab9a
4,3,3,1,59048410836872e94257b22d
2,4,3,2,5a802c21aad86a10d88706b1
1,5,2,2,5a7a8a83c278d318cc565849
3,3,3,2,5a9ccf77de402c0bb845f853
2,2,5,0,5a14f258f9423079383b023f
3,4,2,2,5a9e0600173a1312a4c1a976
1,5,2,2,59048410836872e94257b1c8
2,2,5,0,5a432fe13b32201854997b80
3,3,3,2,59747863baa31b6b28d116a8
2,2,5,0,59048490836872e94257ba14
3,3,3,2,59048490836872e94257b7fb
5,1,5,1,5abc52c95652022fa06c73da
4,2,5,1,59048267836872e942579e71
1,2,5,0,59dcc348d707e925e0d2c4b5
2,2,5,0,5a951cdf81e1c60e4cd088c3
5,3,2,2,5a9d1f91173a1312a4c1a7ba
4,2,5,1,59048490836872e94257ba2b
2,2,5,0,5a9b7eb7de402c0bb845f0f5
1,2,5,0,5a72f785940e90340445e79f
4,2,5,1,5ab49761dac32725fcc402c1
5,1,4,1,5abde5015652022fa06c7e8c
4,4,1,2,5a3896e22b33b36bdc9f1b90
2,2,5,0,5a3658daf4d92f3d9c0a1201
4,3,3,1,5ab09f259f1525201c3d8a31
1,5,2,2,5a743fc184425d130871a7e6
4,4,1,2,5ab09d689f1525201c3d8a1e
4,3,2,3,5a30aa3e8010a1133482bb76
4,3,2,3,59048267836872e94257a015
1,2,5,0,5a798e51c278d318cc56549a
2,5,1,2,596c44cdbb0e8d1ecc2d0b56
4,3,2,3,5904837e836872e94257ab56
3,4,1,2,599a732ce72cd815f86cdb51
3,3,3,2,5aa3c15aad94dc276c46f906
2,4,3,2,5a659921196c3d32348bf3a8
2,2,5,0,5a8b97e0ae38ac1bfc17053b
2,4,3,2,597aa9ce40426e3850aba232
4,3,2,3,5a616bf569ff9520384b0c32
3,2,5,1,5a421656bfcc281850c227d5
3,2,5,1,5a6e7ea074860f25a42fae04
2,2,5,0,5a5c941bc09839206cb78231
5,3,2,2,59048410836872e94257b294
5,3,2,2,5a085ca910d004552430b90a
3,3,3,2,5a2373dc04dedb266871194c
1,2,5,0,59048267836872e942579f7e
1,2,5,0,5a72f444940e90340445e750
2,4,3,2,590482f1836872e94257a3d5
1,5,2,2,5a1a4fdd11ac5339e8ef41ed
1,5,2,2,5904831b836872e94257a67d
1,2,5,0,5962ffdb0dd3841ac8d3dc38
4,2,5,1,5972e479a9a9ae246808c313
2,4,3,2,5a4d8dee522b3818e80f63d3
5,3,2,2,5aab32d4b9ccf41748ef8057
2,2,5,0,5a9a62b3212fde1be4ed2f1a
1,2,5,0,5a6f01f774860f25a42fb4b3
5,1,4,1,590484f8836872e94257bf62
3,2,5,1,5a35f792240ee469142be1aa
2,4,2,2,5a8f7b3da1fbea24ec25adbb
4,2,5,1,5ab5e03308a7a8294806c7d7
3,3,3,2,5a1fbeaaba176c3f5ca69061
2,2,5,0,5a8e32a9a1fbea24ec25a7f7
1,2,5,0,5a1cb114dcfdf6442cbca960
1,2,5,0,5a587dd22ed6311e7cf3df06
3,2,5,1,596451cd2242ea5414de2007
3,2,5,1,5a9fe380fe044a15d0963148
4,3,2,3,59744bb2baa31b6b28d11437
2,2,5,0,59bde92de613e248107fa87e
5,3,2,2,5aa90fa8258c5b265807e4ee
3,3,3,2,59048490836872e94257ba12
1,2,5,0,5a781f04fe098c1c4099bd0c
5,1,4,1,5abe1a655652022fa06c8072
3,2,5,1,59eeacb64dbf70325819e081
2,4,2,2,5a8a3dd3ae38ac1bfc170066
3,2,5,1,5aa36fd3ad94dc276c46f52e
5,1,4,1,5abc97455652022fa06c77f2
3,3,3,2,5a194fb7f359de455cc5ecfa
3,2,5,1,5aa9e9a963dcc414786c98f9
2,2,5,0,5a3ca00259ffc3059c3104c4
1,5,2,2,5a790d45c278d318cc564e9d
2,4,2,2,5a1cf207a41e727ac4066e43
1,5,2,2,5a0ea9ef8d230f3e6c104c65
3,4,1,2,5904837e836872e94257ab94
1,2,5,0,5a76d7a4131c3b1bd0cbc1f7
1,2,5,0,5a82903eb208f7181469b578
3,4,1,2,5a6551517a42103220efb329
3,2,5,1,597c558040426e3850abac87
3,2,5,1,5a1fd497ba176c3f5ca691c7
1,2,4,0,5a069c6f10d004552430ab1b
4,2,5,1,5ab339fbf418382968787b96
2,5,1,2,5a8e3b6ba1fbea24ec25a880
5,3,2,2,5ab882c1e0ab680cac7f8429
1,2,4,0,5a89728fae38ac1bfc16ff96
2,4,2,2,5a801d49aad86a10d8870582
5,3,2,2,59048490836872e94257b784
4,2,5,1,5ab6338f7b988a2798908b9d
1,2,4,0,5a0e9bc44943c34f1056517c
3,4,1,2,5a9b76a4de402c0bb845f03c
3,3,3,2,5a829776b208f7181469b59e
2,2,5,0,590481ba836872e942579708
3,2,5,1,5904837e836872e94257aa70
2,2,5,0,5a5ee2903d3f11159889604b
2,2,5,0,5a94cae781e1c60e4cd085c8
5,1,4,1,5987e95e480d222240f3bf3f
5,1,4,1,5a1f7a3f0f77663f6c49dfe3
4,2,5,1,5a5b54512f79421b803ed979
4,2,5,1,5aafa45034569109b0bf6ccb
3,2,5,1,59732bd38499bc06ac077f3e
1,5,2,2,59f158179a38da37f84a0326
1,2,4,0,59048410836872e94257b096
1,2,4,0,5a753a5384425d130871abaf
5,3,2,2,5a6eb4ad74860f25a42fb118
3,4,1,2,5a5eec113d3f1115988960d4
3,3,3,2,5a6e93f774860f25a42fae8e
2,4,2,2,5a8d013ba1fbea24ec25a411
1,5,2,2,59048232836872e942579bb4
1,2,4,0,5a6814b404dcdd2ce4c4ef68
3,2,5,1,5aa21be83ba4b01228eb7f3f
2,2,5,0,5904837e836872e94257aa2d
1,2,4,0,5a5ecbb73d3f111598895eb4
3,2,4,1,590484d0836872e94257bf03
2,2,5,0,5a8ae524ae38ac1bfc170478
2,2,5,0,597c165b40426e3850aba98d
5,3,2,2,5a103aa216fd7831dcc21e2c
3,2,4,1,5904845c836872e94257b52e
1,2,4,0,59048267836872e94257a0f6
4,4,1,2,59dc45d9d707e925e0d2c08a
1,2,4,0,5a83bd7ab208f7181469b9e9
2,2,5,0,5a964873b4f84d0f800aeee9
1,5,2,2,5a7c2f925a517f1c2895bf16
4,3,2,3,590483c0836872e94257ad82
4,2,5,1,5a2e16e472fe7e69d0e1ef89
2,2,5,0,5a7fe107aad86a10d88702e3
2,2,5,0,5a969ca9b4f84d0f800af209
1,2,4,0,59048232836872e942579a69
5,3,2,2,5ab4abc908a7a8294806c38a
4,2,5,1,5ab1d0c39f1525201c3d8e71
3,2,4,1,5a012999b0b8761bc41a13ac
2,2,5,0,5a8baac5ae38ac1bfc1706d3
2,2,4,0,5a8c003aae38ac1bfc1708e9
5,1,4,1,5ab7999be0ab680cac7f81a9
4,3,2,3,5904845c836872e94257b5b9
2,2,4,0,5a9a1801212fde1be4ed2b6f
3,4,1,2,5a72aae3940e90340445e28d
5,3,2,2,5ab70cb97b988a2798908d56
3,2,4,1,59048232836872e942579ab6
1,5,2,2,590481ba836872e942579748
1,5,2,2,590483c0836872e94257ae0f
3,3,3,2,5a9b78bcde402c0bb845f06a
2,2,4,0,59048410836872e94257b247
1,5,2,2,5a28dbfa44ca6529f4193da0
1,2,4,0,5a32582e92849f4b089a7399
1,5,2,2,5a745a2084425d130871a965
4,3,2,3,5a3f730981857815001e2037
4,3,2,3,5a4636a9417c0920384c843b
3,2,4,1,5aa894e2fd13291604c9eb8a
2,4,2,2,5a83aee3b208f7181469b92d
2,2,4,0,5a26673fad937d1814e1ba45
1,2,4,0,5a7038c127f2fb15dc2cbe73
1,2,4,0,5a61a41b69ff9520384b0f2e
1,2,4,0,5a7a6b3ec278d318cc565698
1,2,4,0,5a82436db208f7181469b22a
2,4,2,2,595de4a2f31a6623481dd15e
2,2,4,0,5a8fc2d4630b372bec1bf2e0
1,2,4,0,59048267836872e942579e4e
1,2,4,0,595da016f31a6623481dce44
5,1,4,1,5ab78b0be1ffb41e04df0bf2
3,3,3,2,5aa9e852d2e28e2090e25bc7
5,1,4,1,5a478e75064a1b2708010a6e
4,2,5,1,5aaf86b834569109b0bf6b8d
4,2,5,1,5ab3a763f418382968787f33
3,2,4,1,5aa9f0a963dcc414786c99cd
2,2,4,0,5a98ccc8fda9ae0b68fa3eba
1,5,2,2,595f4a964c78ad48683c6f91
1,2,4,0,590482f1836872e94257a1a0
5,1,4,1,590484f8836872e94257c015
1,2,4,0,5a6edbd574860f25a42fb305
1,2,4,0,5a76cbbd131c3b1bd0cbc128
1,2,4,0,5a88e584ae38ac1bfc16fd1f
2,4,2,2,59e0a61109bb9127e028d046
5,3,2,2,5a129fb1f9423079383af633
4,2,5,1,5ab24732f16ac7032cf007cc
4,2,4,1,5ab0aee39f1525201c3d8a91
2,2,4,0,5a6c1e09ac7c7120f839f014
3,4,1,2,5904845c836872e94257b4cf
3,2,4,1,59eeeebf07a4f8656c5fb395
3,2,4,1,5a250c5f907a154a44c20ebc
3,2,4,1,5aa8cb435bc79122986571c6
2,2,4,0,5a6462486b8f072f206c1036
2,2,4,0,5a65943b196c3d32348bf341
5,3,2,2,59783d08517ba742103397b3
3,4,1,2,59e02e9c685911578c1c992e
4,2,4,1,5aadf9859403fe1a8c17e44a
4,2,4,1,5a2ca37ee56a6418144bfb43
3,2,4,1,5aa4b395ad94dc276c46fbca
3,4,1,2,5a98cc66fda9ae0b68fa3eb2
1,2,4,0,59ffe6d10be0f66afc2dc35c
5,1,4,1,5ab78919e1ffb41e04df0bdb
2,4,2,2,5a8fe1db630b372bec1bf404
5,1,4,1,5ab798c0e0ab680cac7f818d
2,5,1,2,59048490836872e94257b792
1,2,4,0,5a7e81f5aad86a10d886f8b3
2,2,4,0,59048490836872e94257b7f7
1,5,2,2,5965cb556b3ece0ee4289e12
4,2,4,1,5a5b3aeb30baa91b5cf37886
4,3,2,3,59c63ce688970f2584bbe289
5,3,2,2,5a0fe87037966d4e28471faa
5,3,2,2,5a939b970f23e9007c31fded
3,2,4,1,596494dd2242ea5414de233e
1,2,4,0,59f7f4df5792e64238da37b1
3,2,4,1,5a953306ebe12614a0289882
3,2,4,1,5aa103d4bfc1001ac08c248d
2,4,2,2,590482f1836872e94257a52b
1,2,4,0,5a5ecbbd3d3f111598895eb8
1,2,4,0,5a75ab2de092811b48fb49d3
1,5,2,2,59bce3cce613e248107fa5a6
5,1,4,1,5abc52905652022fa06c73d3
4,4,1,2,5a8fc101630b372bec1bf29c
4,3,2,3,59e09e1809bb9127e028cfe9
4,2,4,1,59048410836872e94257b310
4,2,4,1,595b2098ce20001fc0747ecf
4,2,4,1,59c641e188970f2584bbe2c0
4,2,4,1,5aa8b5ddfd13291604c9ed53
4,2,4,1,5ab1a67b9f1525201c3d8dd2
3,2,4,1,590481ba836872e9425796f0
2,2,4,0,5a937f530f23e9007c31fbb4
1,2,4,0,5a728195940e90340445df08
1,2,4,0,5a7807f0131c3b1bd0cbc90d
4,3,2,3,5ab20d9c802e9b26944f4ad4
1,5,2,2,5a72a364940e90340445e1ed
4,2,4,1,5aae32db38ecfe28e87b32ea
3,2,4,1,590483c0836872e94257ad0c
2,2,4,0,5a8f9effa1fbea24ec25b04a
5,3,2,2,59048267836872e942579f4b
1,2,4,0,5a7581a17fcc331640233ab1
5,1,4,1,5961a4092b041b1ef4e60ad8
2,2,4,0,5a8fa9b0a1fbea24ec25b0f6
1,2,4,0,59048232836872e942579c8b
5,3,2,2,5a9e73f0fe044a15d09629b3
3,4,1,2,5a826d99b208f7181469b3d2
2,5,1,2,5a93b6e70f23e9007c31fe99
5,3,2,2,59cd7708a3c09f26f05e2799
3,2,4,1,5a2f59ad30623a1310f452e6
4,2,4,1,596760074999581a64855c66
3,2,4,1,5a9fc45afe044a15d0963006
1,2,4,0,5a1d549ac30cb22a70190f4a
3,3,3,2,59fb1ef1966d713514788ee9
2,2,4,0,59048232836872e942579b3f
2,2,4,0,5a927dd84a2886280cd96b5d
5,1,4,1,5aa4aea6ad94dc276c46fb8d
3,2,4,1,5a1eaa34db26fb1cb4c23b70
3,2,4,1,5a255ee0907a154a44c2126a
3,2,4,1,5a543fa4ca726521788aa5f7
2,2,4,0,59d9b8e6d707e925e0d2b42b
1,5,1,2,5a76e72d131c3b1bd0cbc330
1,2,4,0,5a7e781faad86a10d886f76b
1,2,4,0,5a7ead04aad86a10d886fa85
4,4,1,2,590484d0836872e94257bb42
4,2,4,1,5ab5def508a7a8294806c7be
2,2,4,0,5a9b8bc9de402c0bb845f1c4
1,2,4,0,59c8b3d1adf04a61a0bb6a2c
2,2,4,0,5904837e836872e94257a994
1,5,1,2,59048490836872e94257b7bd
1,2,4,0,59048232836872e942579d23
5,1,4,1,5abe31645652022fa06c8153
3,3,3,2,5a6ebcc374860f25a42fb1a4
2,2,4,0,59f08e5fb41d1011307b8a46
1,2,4,0,5a7c3b855a517f1c2895bfbf
1,2,4,0,5a7e7825aad86a10d886f76c
4,3,2,3,5ab2334d802e9b26944f4c02
2,2,4,0,5a8ea997a1fbea24ec25acb0
4,2,4,1,59ea9930aa3fe7574c663e16
1,2,4,0,5a3b636759ffc3059c30fd3c
1,5,1,2,5a2384f2ebc6df4c90bda164
2,2,4,0,5a227164f9f62317688bf1d8
4,3,2,3,5954da7ad82d5c2e44595ed0
2,5,1,2,59717b8ea9a9ae246808bb23
1,2,4,0,5a1e0f148ebdcb1acc81eb46
1,2,4,0,5a802e7bb208f7181469aac3
